year_ticket_id,ticket_id,ticket_category,ticket_priority,issue_type,ticket_channel,ticket_status,ticket_description,sla_breach_prob,sla_risk_tier,client_id,service_tier,device_type,engineer_id,resolution_time_minutes,first_response_time_minutes,sla_num
2025_T0005590,T0005590,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C024,Bronze,Firewall,E020,2591.13,60.0,0.0
2025_T0006001,T0006001,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4993,Medium,C013,Gold,Router,E005,1111.03,46.0,0.0
2025_T0003813,T0003813,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C011,Bronze,Server,E007,1679.38,58.0,1.0
2025_T0005960,T0005960,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C001,Gold,Server,E006,375.92,29.0,0.0
2025_T0004978,T0004978,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C024,Bronze,Firewall,E014,3101.02,17.0,0.0
2025_T0008079,T0008079,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4993,Medium,C010,Silver,Router,E020,400.62,17.0,0.0
2025_T0003734,T0003734,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4994,Medium,C015,Silver,Server,E009,3013.02,60.0,1.0
2025_T0006322,T0006322,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.501,Medium,C020,Gold,Router,E008,2318.0,8.0,0.0
2025_T0003085,T0003085,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C020,Gold,Router,E015,444.62,5.0,0.0
2025_T0004056,T0004056,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.5007,Medium,C015,Silver,Server,E004,370.68,11.0,0.0
2025_T0010240,T0010240,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C004,Bronze,Firewall,E016,536.6,47.0,0.0
2025_T0006460,T0006460,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4997,Medium,C014,Bronze,Switch,E006,3549.37,39.0,0.0
2025_T0004074,T0004074,Network,P3,Access,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C019,Gold,Server,E003,1594.82,6.0,1.0
2025_T0006236,T0006236,Hardware,P2,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C012,Bronze,Switch,E019,1641.92,39.0,1.0
2025_T0007981,T0007981,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4992,Medium,C023,Gold,Firewall,E003,2475.45,56.0,0.0
2025_T0003236,T0003236,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C014,Bronze,Firewall,E017,1359.68,12.0,0.0
2025_T0004045,T0004045,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C012,Bronze,Router,E018,548.13,19.0,0.0
2025_T0006150,T0006150,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C024,Bronze,Router,E011,1019.9,57.0,0.0
2025_T0006009,T0006009,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C006,Bronze,Server,E012,3277.02,56.0,1.0
2025_T0005659,T0005659,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4992,Medium,C011,Bronze,Router,E009,638.28,32.0,0.0
2025_T0008641,T0008641,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C014,Bronze,Switch,E015,3703.5,18.0,0.0
2025_T0005558,T0005558,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C001,Gold,Router,E011,1127.18,11.0,0.0
2025_T0009500,T0009500,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4992,Medium,C023,Gold,Firewall,E010,282.38,28.0,1.0
2025_T0009045,T0009045,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C003,Silver,Server,E015,2192.65,42.0,0.0
2025_T0009464,T0009464,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C004,Bronze,Firewall,E008,5123.78,15.0,1.0
2025_T0009205,T0009205,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C004,Bronze,Firewall,E007,2464.22,19.0,0.0
2025_T0005688,T0005688,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.5007,Medium,C007,Gold,Router,E007,1651.8,13.0,1.0
2025_T0009374,T0009374,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C012,Bronze,Firewall,E014,3724.37,27.0,0.0
2025_T0005293,T0005293,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C016,Gold,Server,E018,359.62,52.0,0.0
2025_T0006776,T0006776,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C009,Bronze,Switch,E010,826.68,59.0,1.0
2025_T0005944,T0005944,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C024,Bronze,Router,E018,548.52,54.0,0.0
2025_T0003919,T0003919,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C014,Bronze,Firewall,E016,1443.3,52.0,1.0
2025_T0010472,T0010472,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C025,Bronze,Switch,E019,733.27,42.0,1.0
2025_T0005674,T0005674,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C006,Bronze,Firewall,E011,511.5,5.0,0.0
2025_T0003310,T0003310,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C024,Bronze,Router,E019,3148.72,33.0,1.0
2025_T0005643,T0005643,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.5005,Medium,C022,Bronze,Switch,E018,725.27,21.0,1.0
2025_T0005103,T0005103,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C001,Gold,Server,E014,1617.4,60.0,1.0
2025_T0003844,T0003844,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C024,Bronze,Router,E017,541.5,18.0,0.0
2025_T0007725,T0007725,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C002,Silver,Firewall,E013,2064.28,18.0,0.0
2025_T0009304,T0009304,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.5005,Medium,C011,Bronze,Server,E012,4730.68,21.0,1.0
2025_T0003381,T0003381,Network,P1,Access,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C002,Silver,Firewall,E010,450.07,8.0,0.0
2025_T0007782,T0007782,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C013,Gold,Server,E002,507.18,38.0,1.0
2025_T0003828,T0003828,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C024,Bronze,Router,E017,3355.08,21.0,1.0
2025_T0009917,T0009917,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.5007,Medium,C002,Silver,Firewall,E013,565.03,53.0,1.0
2025_T0005547,T0005547,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C004,Bronze,Firewall,E001,4667.57,56.0,1.0
2025_T0003006,T0003006,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C004,Bronze,Firewall,E006,668.97,17.0,0.0
2025_T0009887,T0009887,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C019,Gold,Router,E003,3395.88,29.0,1.0
2025_T0007235,T0007235,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.5007,Medium,C002,Silver,Firewall,E013,403.13,16.0,0.0
2025_T0007086,T0007086,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C020,Gold,Server,E009,568.08,12.0,1.0
2025_T0005842,T0005842,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C005,Bronze,Router,E004,4353.03,60.0,1.0
2025_T0006219,T0006219,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C018,Gold,Router,E010,229.47,56.0,0.0
2025_T0005593,T0005593,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C012,Bronze,Router,E020,2925.63,12.0,1.0
2025_T0004729,T0004729,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4992,Medium,C023,Gold,Server,E007,1124.97,7.0,0.0
2025_T0004585,T0004585,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C024,Bronze,Switch,E003,4023.98,7.0,0.0
2025_T0004368,T0004368,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C001,Gold,Switch,E014,3095.6,23.0,1.0
2025_T0005759,T0005759,Hardware,P4,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C008,Gold,Router,E006,2751.37,34.0,0.0
2025_T0009446,T0009446,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C006,Bronze,Firewall,E014,1696.17,32.0,1.0
2025_T0008911,T0008911,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C007,Gold,Firewall,E007,282.68,16.0,1.0
2025_T0009351,T0009351,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C018,Gold,Router,E016,1135.4,15.0,0.0
2025_T0006031,T0006031,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4992,Medium,C023,Gold,Firewall,E009,268.73,57.0,1.0
2025_T0008975,T0008975,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C024,Bronze,Server,E002,580.43,12.0,0.0
2025_T0009598,T0009598,Hardware,P2,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C004,Bronze,Switch,E004,1664.95,36.0,1.0
2025_T0006751,T0006751,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C024,Bronze,Router,E010,2198.75,33.0,0.0
2025_T0004430,T0004430,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C005,Bronze,Firewall,E006,4439.52,25.0,1.0
2025_T0004833,T0004833,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C016,Gold,Router,E004,409.73,10.0,0.0
2025_T0009952,T0009952,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.5005,Medium,C022,Bronze,Server,E015,628.28,50.0,0.0
2025_T0003384,T0003384,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C012,Bronze,Firewall,E015,2833.7,29.0,0.0
2025_T0003532,T0003532,Network,P4,Access,Portal,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C007,Gold,Router,E016,2171.6,57.0,0.0
2025_T0005925,T0005925,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C022,Bronze,Server,E002,3707.25,42.0,0.0
2025_T0009254,T0009254,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C007,Gold,Router,E005,236.12,22.0,0.0
2025_T0008671,T0008671,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C012,Bronze,Switch,E003,1531.08,53.0,1.0
2025_T0004529,T0004529,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4992,Medium,C011,Bronze,Server,E010,2626.83,43.0,0.0
2025_T0009076,T0009076,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C024,Bronze,Router,E015,707.92,25.0,0.0
2025_T0008227,T0008227,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C003,Silver,Server,E012,810.47,32.0,1.0
2025_T0005632,T0005632,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.5007,Medium,C010,Silver,Router,E018,1527.83,53.0,1.0
2025_T0006727,T0006727,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C012,Bronze,Router,E016,2827.88,23.0,0.0
2025_T0006126,T0006126,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C003,Silver,Switch,E005,1702.7,54.0,1.0
2025_T0009044,T0009044,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C014,Bronze,Router,E002,1690.72,22.0,1.0
2025_T0009628,T0009628,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C003,Silver,Server,E018,798.03,48.0,1.0
2025_T0003071,T0003071,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C012,Bronze,Switch,E017,2975.65,16.0,1.0
2025_T0009366,T0009366,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.5007,Medium,C013,Gold,Router,E016,3334.38,34.0,1.0
2025_T0005782,T0005782,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C023,Gold,Firewall,E007,1395.23,32.0,0.0
2025_T0004794,T0004794,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C005,Bronze,Router,E013,1304.85,9.0,0.0
2025_T0004651,T0004651,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C020,Gold,Router,E007,282.77,47.0,1.0
2025_T0003627,T0003627,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C013,Gold,Router,E002,175.62,39.0,0.0
2025_T0005677,T0005677,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C024,Bronze,Router,E018,853.22,60.0,1.0
2025_T0006855,T0006855,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4992,Medium,C011,Bronze,Server,E015,4763.25,41.0,1.0
2025_T0003536,T0003536,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C020,Gold,Router,E016,2886.73,38.0,1.0
2025_T0007883,T0007883,Network,P2,Access,Email,Closed,VPN authentication failing.,0.5007,Medium,C005,Bronze,Firewall,E011,1479.78,18.0,1.0
2025_T0008839,T0008839,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C008,Gold,Router,E001,356.78,53.0,0.0
2025_T0008957,T0008957,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C011,Bronze,Switch,E001,852.62,25.0,1.0
2025_T0009997,T0009997,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C020,Gold,Firewall,E020,1057.8,30.0,0.0
2025_T0003563,T0003563,Hardware,P2,Access,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C019,Gold,Router,E019,428.3,57.0,0.0
2025_T0006836,T0006836,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.5007,Medium,C016,Gold,Router,E014,229.02,14.0,0.0
2025_T0010159,T0010159,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C005,Bronze,Server,E015,2794.92,44.0,0.0
2025_T0009792,T0009792,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C015,Silver,Switch,E018,3227.83,16.0,1.0
2025_T0004178,T0004178,,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C003,Silver,Server,E017,543.0,31.0,1.0
2025_T0003681,T0003681,Network,P1,Access,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C001,Gold,Server,E003,258.02,51.0,1.0
2025_T0007214,T0007214,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C018,Gold,Switch,E006,1696.27,41.0,1.0
2025_T0009856,T0009856,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C017,Silver,Firewall,E004,1027.18,48.0,0.0
2025_T0009834,T0009834,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C004,Bronze,Firewall,E002,3702.47,42.0,0.0
2025_T0005950,T0005950,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C003,Silver,Switch,E014,1288.48,38.0,0.0
2025_T0009470,T0009470,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C018,Gold,Switch,E002,3311.65,45.0,1.0
2025_T0003894,T0003894,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C018,Gold,Firewall,E018,1368.53,38.0,0.0
2025_T0007150,T0007150,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.5005,Medium,C011,Bronze,Server,E017,3153.23,21.0,0.0
2025_T0009497,T0009497,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C024,Bronze,Router,E016,3502.87,44.0,0.0
2025_T0005126,T0005126,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.5005,Medium,C023,Gold,Switch,E011,1131.98,36.0,0.0
2025_T0004964,T0004964,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5005,Medium,C011,Bronze,Server,E017,3899.33,30.0,0.0
2025_T0005788,T0005788,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C018,Gold,Router,E001,276.28,35.0,1.0
2025_T0008167,T0008167,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4997,Medium,C020,Gold,Router,E007,1062.67,22.0,0.0
2025_T0003506,T0003506,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.5005,Medium,C011,Bronze,Server,E005,837.45,47.0,1.0
2025_T0009252,T0009252,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.5007,Medium,C015,Silver,Firewall,E008,1246.82,33.0,0.0
2025_T0009026,T0009026,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C013,Gold,Router,E004,2437.4,13.0,0.0
2025_T0004573,T0004573,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C012,Bronze,Switch,E020,2553.33,42.0,0.0
2025_T0006142,T0006142,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.4993,Medium,C013,Gold,Server,E007,2448.03,15.0,0.0
2025_T0007383,T0007383,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C022,Bronze,Switch,E005,4753.23,9.0,1.0
2025_T0007759,T0007759,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C001,Gold,Router,E013,2883.13,50.0,1.0
2025_T0004711,T0004711,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.501,Medium,C020,Gold,Router,E020,1222.13,37.0,0.0
2025_T0009743,T0009743,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4994,Medium,C013,Gold,Server,E019,185.62,14.0,0.0
2025_T0008131,T0008131,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.5011,Medium,C011,Bronze,Switch,E008,2946.28,36.0,1.0
2025_T0010440,T0010440,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.4993,Medium,C007,Gold,Router,E016,3346.92,55.0,1.0
2025_T0006682,T0006682,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4997,Medium,C024,Bronze,Switch,E003,3015.23,19.0,1.0
2025_T0008999,T0008999,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.501,Medium,C014,Bronze,Switch,E017,4051.57,30.0,0.0
2025_T0010464,T0010464,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.501,Medium,C018,Gold,Router,E017,183.22,13.0,0.0
2025_T0007893,T0007893,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C005,Bronze,Router,E015,607.93,10.0,0.0
2025_T0007206,T0007206,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.4993,Medium,C016,Gold,Firewall,E013,183.38,54.0,0.0
2025_T0005836,T0005836,Network,P1,Slow,Email,Closed,High latency during peak hours.,0.501,Medium,C014,Bronze,Switch,E016,587.15,60.0,0.0
2025_T0006091,T0006091,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4994,Medium,C015,Silver,Firewall,E004,839.73,37.0,1.0
2025_T0004678,T0004678,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.4993,Medium,C016,Gold,Router,E016,2412.75,17.0,0.0
2025_T0008285,T0008285,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.501,Medium,C024,Bronze,Router,E009,725.72,56.0,1.0
2025_T0009324,T0009324,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4993,Medium,C005,Bronze,Firewall,E003,1727.4,7.0,1.0
2025_T0006787,T0006787,Network,P1,Slow,Email,Closed,High latency during peak hours.,0.4993,Medium,C016,Gold,Router,E002,200.0,41.0,0.0
2025_T0009525,T0009525,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.501,Medium,C006,Bronze,Server,E009,3263.83,14.0,0.0
2025_T0003476,T0003476,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4993,Medium,C005,Bronze,Switch,E001,755.2,47.0,1.0
2025_T0006765,T0006765,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.5011,Medium,C011,Bronze,Switch,E015,3985.08,58.0,0.0
2025_T0005370,T0005370,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C018,Gold,Router,E002,554.15,52.0,1.0
2025_T0008090,T0008090,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.501,Medium,C024,Bronze,Router,E020,1226.92,26.0,0.0
2025_T0009120,T0009120,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C006,Bronze,Server,E003,2954.92,23.0,1.0
2025_T0003804,T0003804,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.501,Medium,C020,Gold,Router,E011,239.97,22.0,0.0
2025_T0009312,T0009312,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C020,Gold,Server,E002,564.55,28.0,1.0
2025_T0007300,T0007300,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.5011,Medium,C011,Bronze,Server,E004,1453.45,43.0,1.0
2025_T0009402,T0009402,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C017,Silver,Switch,E010,2476.45,27.0,0.0
2025_T0005509,T0005509,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4994,Medium,C007,Gold,Firewall,E018,1436.78,51.0,0.0
2025_T0009681,T0009681,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C023,Gold,Firewall,E019,2334.58,6.0,0.0
2025_T0010364,T0010364,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4994,Medium,C019,Gold,Switch,E016,1545.75,21.0,1.0
2025_T0006377,T0006377,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4994,Medium,C005,Bronze,Firewall,E008,3597.27,54.0,0.0
2025_T0008371,T0008371,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C004,Bronze,Firewall,E003,1283.28,15.0,0.0
2025_T0004507,T0004507,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4994,Medium,C003,Silver,Server,E002,2591.17,27.0,0.0
2025_T0010312,T0010312,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C011,Bronze,Server,E005,4389.55,32.0,1.0
2025_T0009676,T0009676,Network,P2,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C020,Gold,Server,E004,550.33,60.0,1.0
